scenario,model,seed,step,alive_population,births_this_step,deaths_this_step,p_one_alive,shannon_diversity_alive,theta_mean_alive,theta_std_alive,mean_resource_score_alive,opposite_interaction_rate
neutral,dephased,19,18,80,15,15,0.3625,0.944738828646789,1.4324926608086443,0.5378970992604466,0.0,0.4307692307692308
neutral,dephased,19,19,80,10,10,0.3625,0.944738828646789,1.458075286358706,0.5559808618469432,0.0,0.44285714285714284
neutral,dephased,19,20,80,15,15,0.35,0.934068055375491,1.4566456774601473,0.607117058129958,0.0,0.46153846153846156
neutral,dephased,19,21,80,12,12,0.375,0.9544340029249649,1.4973510445878442,0.6415922112522578,0.0,0.38235294117647056
neutral,dephased,19,22,80,13,13,0.375,0.9544340029249649,1.4458486304427427,0.5977376507677614,0.0,0.4925373134328358
neutral,dephased,19,23,80,15,15,0.4125,0.9777945702913884,1.488327538853257,0.6327508317213006,0.0,0.46153846153846156
neutral,dephased,19,24,80,9,9,0.4,0.9709505944546686,1.4883511307257289,0.64467599683529,0.0,0.49295774647887325
neutral,dephased,19,25,80,8,8,0.4125,0.9777945702913884,1.4801062330739452,0.6674873492461878,0.0,0.4166666666666667
neutral,dephased,19,26,80,11,11,0.425,0.9837082626231857,1.5144938504839374,0.6868682486669633,0.0,0.43478260869565216
neutral,dephased,19,27,80,11,11,0.375,0.9544340029249649,1.4777609537551957,0.6729341920657858,0.0,0.4492753623188406
neutral,dephased,19,28,80,11,11,0.4125,0.9777945702913884,1.4601969298419097,0.6788736838800411,0.0,0.4927536231884058
neutral,dephased,19,29,80,8,8,0.4125,0.9777945702913884,1.5094930918423939,0.6498825689729357,0.0,0.5138888888888888
neutral,dephased,19,30,80,14,14,0.4,0.9709505944546686,1.520966536210592,0.6519350840795064,0.0,0.5454545454545454
neutral,dephased,19,31,80,11,11,0.3875,0.9631672450918832,1.4885884625216916,0.6561726232267515,0.0,0.391304347826087
neutral,dephased,19,32,80,10,10,0.4,0.9709505944546686,1.5188032918168144,0.6584082659358201,0.0,0.4714285714285714
neutral,dephased,19,33,80,10,10,0.4125,0.9777945702913884,1.5619695645903569,0.7006647876852369,0.0,0.4142857142857143
neutral,dephased,19,34,80,12,12,0.425,0.9837082626231857,1.5364973917191382,0.6979808433059008,0.0,0.39705882352941174
neutral,dephased,19,35,80,14,14,0.3875,0.9631672450918832,1.47548397894415,0.6802057706653596,0.0,0.5
neutral,dephased,19,36,80,8,8,0.3875,0.9631672450918832,1.431400395112949,0.6531020521209547,0.0,0.5
neutral,dephased,19,37,80,10,10,0.3875,0.9631672450918832,1.4418510961179263,0.6513484156692584,0.0,0.4857142857142857
neutral,dephased,19,38,80,14,14,0.3625,0.944738828646789,1.4026061271938728,0.5877950953131815,0.0,0.5
neutral,dephased,19,39,80,9,9,0.375,0.9544340029249649,1.3676196903714346,0.5610147707887597,0.0,0.49295774647887325
neutral,dephased,19,40,80,8,8,0.375,0.9544340029249649,1.409867929654769,0.5588460469867754,0.0,0.4861111111111111
neutral,dephased,19,41,80,11,11,0.35,0.934068055375491,1.3880745193129709,0.5275365002600052,0.0,0.43478260869565216
neutral,dephased,19,42,80,11,11,0.325,0.9097361225311662,1.3807986835126882,0.5116272616472539,0.0,0.4927536231884058
neutral,dephased,19,43,80,11,11,0.325,0.9097361225311662,1.4098199399596654,0.5506489795882559,0.0,0.43478260869565216
neutral,dephased,19,44,80,13,13,0.35,0.934068055375491,1.444725077515678,0.55432772621311,0.0,0.47761194029850745
neutral,dephased,19,45,80,13,13,0.4125,0.9777945702913884,1.5257249395590136,0.5533156252070075,0.0,0.44776119402985076
neutral,dephased,19,46,80,11,11,0.4125,0.9777945702913884,1.5377766360939618,0.5724456250696962,0.0,0.5217391304347826
neutral,dephased,19,47,80,10,10,0.3875,0.9631672450918832,1.5002380438281002,0.5578645864132113,0.0,0.44285714285714284
neutral,dephased,19,48,80,13,13,0.375,0.9544340029249649,1.5003813940159945,0.5491578736298531,0.0,0.43283582089552236
neutral,dephased,19,49,80,10,10,0.325,0.9097361225311662,1.4858220417507908,0.5425815308019603,0.0,0.37142857142857144
neutral,dephased,19,50,80,12,12,0.325,0.9097361225311662,1.4691839892192917,0.5518787511143197,0.0,0.4264705882352941
neutral,dephased,19,51,80,17,17,0.35,0.934068055375491,1.4410303597696268,0.5637544878819554,0.0,0.42857142857142855
neutral,dephased,19,52,80,12,12,0.325,0.9097361225311662,1.4650120320786928,0.5904092010220915,0.0,0.4117647058823529
neutral,dephased,19,53,80,9,9,0.35,0.934068055375491,1.4810892468631345,0.6387654558259845,0.0,0.4788732394366197
neutral,dephased,19,54,80,13,13,0.35,0.934068055375491,1.4965395751353565,0.662135311673199,0.0,0.5223880597014925
neutral,dephased,19,55,80,12,12,0.35,0.934068055375491,1.4847738117760876,0.6831064851919766,0.0,0.47058823529411764
neutral,dephased,19,56,80,13,13,0.3125,0.8960382325345575,1.5060819185246976,0.6813525284168447,0.0,0.4626865671641791
neutral,dephased,19,57,80,6,6,0.3375,0.9224062617590723,1.5624200471978327,0.6942799097710451,0.0,0.5
neutral,dephased,19,58,78,16,18,0.28205128205128205,0.8582307926411411,1.5183251771540454,0.7050574227845877,0.0,0.3225806451612903
neutral,dephased,19,59,80,13,11,0.275,0.8485481782946158,1.5689025067592357,0.7177032751665191,0.0,0.31343283582089554
neutral,dephased,19,60,80,12,12,0.25,0.8112781244591328,1.6061242495200503,0.7494359708464331,0.0,0.39705882352941174
neutral,dephased,19,61,80,12,12,0.2875,0.8654698974285928,1.6367160349143337,0.7258876309598133,0.0,0.3235294117647059
neutral,dephased,19,62,80,11,11,0.3375,0.9224062617590723,1.6818286661703865,0.7724089337619563,0.0,0.37681159420289856
neutral,dephased,19,63,80,8,8,0.3625,0.944738828646789,1.681460521873762,0.7728122865996583,0.0,0.4861111111111111
neutral,dephased,19,64,80,12,12,0.3625,0.944738828646789,1.6940025586509786,0.7725001057054435,0.0,0.4852941176470588
neutral,dephased,20,0,24,0,0,0.375,0.9544340029249649,1.4692668480690732,0.8026668953161648,0.0,0.0
neutral,dephased,20,1,28,6,2,0.5,1.0,1.5862542066824183,0.8269817009633048,0.0,0.5909090909090909
neutral,dephased,20,2,38,10,0,0.4473684210526316,0.9919924034538556,1.5269445651351077,0.8086357524256143,0.0,0.6071428571428571
neutral,dephased,20,3,43,9,4,0.3488372093023256,0.9330252953592911,1.4322637640695897,0.7789806411099519,0.0,0.5
neutral,dephased,20,4,58,17,2,0.39655172413793105,0.9688977092243805,1.513956332582176,0.8036699409492843,0.0,0.4634146341463415
neutral,dephased,20,5,59,13,12,0.3559322033898305,0.9392547207311597,1.3680561572997443,0.7823043183820804,0.0,0.5869565217391305
neutral,dephased,20,6,65,12,6,0.35384615384615387,0.937456170782005,1.3460146388187249,0.7659230380443101,0.0,0.4716981132075472
neutral,dephased,20,7,76,18,7,0.3684210526315789,0.9494520153879484,1.3225911098897438,0.7987180072983595,0.0,0.5344827586206896
neutral,dephased,20,8,80,18,14,0.3875,0.9631672450918832,1.3620287475192305,0.7530912317773704,0.0,0.4838709677419355
neutral,dephased,20,9,80,8,8,0.3875,0.9631672450918832,1.3925702949912542,0.8040266093648549,0.0,0.5277777777777778
neutral,dephased,20,10,80,10,10,0.3875,0.9631672450918832,1.390170585858467,0.7753824029758626,0.0,0.42857142857142855
neutral,dephased,20,11,80,8,8,0.4125,0.9777945702913884,1.4530826668817707,0.7745555368240196,0.0,0.4166666666666667
neutral,dephased,20,12,80,10,10,0.4625,0.9959386076315955,1.452537212445828,0.7686073191493272,0.0,0.4714285714285714
neutral,dephased,20,13,80,9,9,0.4625,0.9959386076315955,1.3998437847996794,0.7437941107980568,0.0,0.4788732394366197
neutral,dephased,20,14,80,10,10,0.4625,0.9959386076315955,1.394309002943641,0.779403815568805,0.0,0.45714285714285713
neutral,dephased,20,15,80,15,15,0.425,0.9837082626231857,1.3077903109169158,0.8246990199711831,0.0,0.5384615384615384
neutral,dephased,20,16,79,13,14,0.4050632911392405,0.9738354819891414,1.2549816978690316,0.8681852729536026,0.0,0.5606060606060606
neutral,dephased,20,17,80,9,8,0.425,0.9837082626231857,1.3163838680569746,0.8892703904959784,0.0,0.5211267605633803
neutral,dephased,20,18,80,13,13,0.4,0.9709505944546686,1.316599421369014,0.7968658620578696,0.0,0.6268656716417911
neutral,dephased,20,19,80,10,10,0.4,0.9709505944546686,1.3261864955551894,0.8279514318831283,0.0,0.4857142857142857
neutral,dephased,20,20,80,13,13,0.3875,0.9631672450918832,1.2752389172841219,0.80893572125979,0.0,0.5671641791044776
neutral,dephased,20,21,80,11,11,0.3625,0.944738828646789,1.2884759761730535,0.8503046086531848,0.0,0.5072463768115942
neutral,dephased,20,22,80,11,11,0.3125,0.8960382325345575,1.157351618885261,0.8677243791191279,0.0,0.4782608695652174
neutral,dephased,20,23,80,12,12,0.2375,0.79085809055281,1.064916269248625,0.8648142391966837,0.0,0.3382352941176471
neutral,dephased,20,24,80,10,10,0.2375,0.79085809055281,1.0401532994641698,0.8332672591389075,0.0,0.4142857142857143
neutral,dephased,20,25,80,10,10,0.2,0.7219280948873623,1.0469106924639893,0.8365559414443593,0.0,0.2714285714285714
neutral,dephased,20,26,80,14,14,0.2375,0.79085809055281,1.1086255417261044,0.8294626349165436,0.0,0.3787878787878788
neutral,dephased,20,27,80,8,8,0.2375,0.79085809055281,1.0985596710315524,0.8101362812066518,0.0,0.3333333333333333
neutral,dephased,20,28,80,8,8,0.2375,0.79085809055281,1.0380197412452572,0.8116989597971991,0.0,0.4583333333333333
neutral,dephased,20,29,80,13,13,0.25,0.8112781244591328,1.0292038779604877,0.8107565583722618,0.0,0.373134328358209
neutral,dephased,20,30,80,6,6,0.2875,0.8654698974285928,1.1026225751764964,0.813467235990504,0.0,0.35135135135135137
neutral,dephased,20,31,80,9,9,0.2875,0.8654698974285928,1.0775416530382702,0.8032980374271877,0.0,0.43661971830985913
neutral,dephased,20,32,80,7,7,0.2625,0.8304955225035799,1.0270602134209792,0.7973108409480737,0.0,0.3561643835616438
neutral,dephased,20,33,80,10,10,0.2625,0.8304955225035799,0.9738056600473317,0.7909336846719206,0.0,0.3142857142857143
neutral,dephased,20,34,80,14,14,0.3,0.8812908992306927,1.0263330289731345,0.7854915504032827,0.0,0.4696969696969697
neutral,dephased,20,35,80,8,8,0.3,0.8812908992306927,1.0257061886420775,0.7539735684179226,0.0,0.4444444444444444
neutral,dephased,20,36,80,9,9,0.2875,0.8654698974285928,0.9641526224008746,0.7380402807643878,0.0,0.5211267605633803
neutral,dephased,20,37,80,13,13,0.3375,0.9224062617590723,1.085116259700468,0.7378880193545359,0.0,0.44776119402985076
neutral,dephased,20,38,80,12,12,0.4,0.9709505944546686,1.1268390702502658,0.7236087312019054,0.0,0.4852941176470588
neutral,dephased,20,39,80,13,13,0.4,0.9709505944546686,1.1398750695858468,0.74740303699233,0.0,0.44776119402985076
neutral,dephased,20,40,80,14,14,0.4875,0.9995491108252484,1.227832415007763,0.730627328897121,0.0,0.48484848484848486
neutral,dephased,20,41,80,9,9,0.475,0.99819587904281,1.1735775328103184,0.7416356819844055,0.0,0.4788732394366197
neutral,dephased,20,42,80,14,14,0.45,0.9927744539878084,1.2001062424845022,0.7837156755406002,0.0,0.5
neutral,dephased,20,43,80,11,11,0.4625,0.9959386076315955,1.2185420323848022,0.8311373655289863,0.0,0.5072463768115942
neutral,dephased,20,44,80,13,13,0.45,0.9927744539878084,1.2210565928399757,0.8664451969472334,0.0,0.5970149253731343
neutral,dephased,20,45,80,13,13,0.4,0.9709505944546686,1.1983941699619063,0.9034406722384359,0.0,0.5074626865671642
neutral,dephased,20,46,80,12,12,0.3875,0.9631672450918832,1.215525386088412,0.8927732001111814,0.0,0.4264705882352941
neutral,dephased,20,47,80,10,10,0.4125,0.9777945702913884,1.1983716606684687,0.8969708776021031,0.0,0.4857142857142857
neutral,dephased,20,48,80,11,11,0.3625,0.944738828646789,1.1904562162539893,0.8802130142804762,0.0,0.5217391304347826
neutral,dephased,20,49,76,16,20,0.32894736842105265,0.9138472873262908,1.1281344079005797,0.8774095054623463,0.0,0.43333333333333335
neutral,dephased,20,50,80,12,8,0.325,0.9097361225311662,1.064280217514764,0.860449890840475,0.0,0.4264705882352941
neutral,dephased,20,51,80,10,10,0.3375,0.9224062617590723,1.0932727862573628,0.8683108526433037,0.0,0.5428571428571428
neutral,dephased,20,52,80,12,12,0.3875,0.9631672450918832,1.1555115026440377,0.8995135855838959,0.0,0.5294117647058824
neutral,dephased,20,53,80,9,9,0.3875,0.9631672450918832,1.1953176968912445,0.8790956136978919,0.0,0.4788732394366197
neutral,dephased,20,54,80,14,14,0.3875,0.9631672450918832,1.159604550393459,0.857298070021011,0.0,0.5
neutral,dephased,20,55,80,15,15,0.4,0.9709505944546686,1.2184294654132464,0.8947390295964456,0.0,0.47692307692307695
neutral,dephased,20,56,80,9,9,0.4375,0.9886994082884974,1.29552765155357,0.8982221636835926,0.0,0.4647887323943662
neutral,dephased,20,57,80,10,10,0.45,0.9927744539878084,1.343646774530477,0.8763282581705477,0.0,0.5428571428571428
neutral,dephased,20,58,80,14,14,0.475,0.99819587904281,1.377708988485818,0.8765853104954012,0.0,0.5151515151515151
neutral,dephased,20,59,80,10,10,0.4,0.9709505944546686,1.3111387963401,0.8607787963417622,0.0,0.5142857142857142
neutral,dephased,20,60,80,5,5,0.4,0.9709505944546686,1.31242716687702,0.867967017647144,0.0,0.4266666666666667
neutral,dephased,20,61,75,12,17,0.3466666666666667,0.931055823385033,1.2134061900374409,0.8790708873643076,0.0,0.38095238095238093
neutral,dephased,20,62,80,10,5,0.3125,0.8960382325345575,1.2131188593595603,0.8844758055697883,0.0,0.5142857142857142
neutral,dephased,20,63,80,13,13,0.2875,0.8654698974285928,1.2047572590029607,0.8713684867798511,0.0,0.47761194029850745
neutral,dephased,20,64,80,14,14,0.3,0.8812908992306927,1.2185251744182013,0.8601185511331486,0.0,0.4090909090909091
neutral,classical,11,0,24,0,0,0.4583333333333333,0.9949848281859701,1.5434858028387974,0.7377254145292549,0.0,0.0
neutral,classical,11,1,25,4,3,0.44,0.9895875212220557,1.6285001729596744,0.7666932962207372,0.0,0.5238095238095238
neutral,classical,11,2,25,3,3,0.44,0.9895875212220557,1.702160545966238,0.7690459084944984,0.0,0.5909090909090909
neutral,classical,11,3,31,7,1,0.4838709677419355,0.9992492479956565,1.648525551493296,0.817260463383612,0.0,0.5
neutral,classical,11,4,36,6,1,0.4722222222222222,0.9977724720899821,1.6676587716767768,0.796907874673326,0.0,0.5666666666666667
neutral,classical,11,5,41,9,4,0.5121951219512195,0.9995708393473224,1.6921128788291244,0.8142021377411892,0.0,0.5
neutral,classical,11,6,46,11,6,0.4782608695652174,0.9986359641585718,1.6589480849306633,0.8532976652738021,0.0,0.4857142857142857
neutral,classical,11,7,47,10,9,0.425531914893617,0.9839393951635756,1.5632827438365258,0.8362773859689145,0.0,0.43243243243243246
neutral,classical,11,8,51,10,6,0.43137254901960786,0.9863676072907088,1.5592705612158562,0.8573816212329647,0.0,0.34146341463414637
neutral,classical,11,9,53,10,8,0.39622641509433965,0.9687003436508602,1.4296420038083593,0.7877343776540073,0.0,0.3953488372093023
neutral,classical,11,10,64,14,3,0.421875,0.9823166080205501,1.406546711738986,0.8221761545019663,0.0,0.42
neutral,classical,11,11,69,16,11,0.37681159420289856,0.9557589912150009,1.4062069763122782,0.8488937860547506,0.0,0.49056603773584906
neutral,classical,11,12,74,15,10,0.33783783783783783,0.9227346209530941,1.2758313104535808,0.8195861601707873,0.0,0.4915254237288136
neutral,classical,11,13,80,14,8,0.3375,0.9224062617590723,1.332731435942255,0.8284269736454127,0.0,0.4696969696969697
neutral,classical,11,14,80,11,11,0.3375,0.9224062617590723,1.3141682886821773,0.8311263520429969,0.0,0.37681159420289856
neutral,classical,11,15,80,11,11,0.375,0.9544340029249649,1.3673416009284078,0.8645531855400297,0.0,0.43478260869565216
neutral,classical,11,16,80,12,12,0.3875,0.9631672450918832,1.4106191173348335,0.9115723992672624,0.0,0.4852941176470588
neutral,classical,11,17,80,14,14,0.3625,0.944738828646789,1.3998224083338036,0.910957658663253,0.0,0.45454545454545453
neutral,classical,11,18,80,14,14,0.4125,0.9777945702913884,1.42119977341428,0.939731062135651,0.0,0.4393939393939394
neutral,classical,11,19,80,14,14,0.4,0.9709505944546686,1.4469188791063847,0.9623033938177237,0.0,0.5303030303030303
neutral,classical,11,20,80,10,10,0.4125,0.9777945702913884,1.4380368572228088,0.9559952587200247,0.0,0.5285714285714286
neutral,classical,11,21,80,8,8,0.425,0.9837082626231857,1.4163564593476987,0.9554997760409139,0.0,0.5
neutral,classical,11,22,80,11,11,0.4375,0.9886994082884974,1.4813001825186354,0.9256573121416144,0.0,0.4927536231884058
neutral,classical,11,23,80,10,10,0.45,0.9927744539878084,1.4948935683335502,0.904283315231527,0.0,0.5142857142857142
neutral,classical,11,24,80,10,10,0.4625,0.9959386076315955,1.538809535782173,0.9431327401064713,0.0,0.5142857142857142
neutral,classical,11,25,80,9,9,0.4625,0.9959386076315955,1.5219870797094615,0.9565399197487923,0.0,0.5352112676056338
neutral,classical,11,26,80,10,10,0.45,0.9927744539878084,1.6205139420175088,0.9312587844525172,0.0,0.5428571428571428
neutral,classical,11,27,80,8,8,0.45,0.9927744539878084,1.6082496580675134,0.914478350515741,0.0,0.5
neutral,classical,11,28,80,11,11,0.45,0.9927744539878084,1.642645120287472,0.9046830510783079,0.0,0.43478260869565216
neutral,classical,11,29,80,10,10,0.45,0.9927744539878084,1.6311015975648382,0.9068908350146915,0.0,0.37142857142857144
neutral,classical,11,30,80,12,12,0.525,0.99819587904281,1.741864892691974,0.9422477361911177,0.0,0.5588235294117647
neutral,classical,11,31,80,8,8,0.525,0.99819587904281,1.773417288713007,0.9381334788351925,0.0,0.5555555555555556
neutral,classical,11,32,80,8,8,0.5375,0.9959386076315955,1.762187818489021,0.9120214185136375,0.0,0.4305555555555556
neutral,classical,11,33,80,11,11,0.525,0.99819587904281,1.750425909847832,0.8967430277777555,0.0,0.5362318840579711
neutral,classical,11,34,80,11,11,0.55,0.9927744539878084,1.8405495586784741,0.919055721331828,0.0,0.5217391304347826
neutral,classical,11,35,80,16,16,0.6125,0.9631672450918831,1.9665100335729029,0.9543172823486811,0.0,0.421875
neutral,classical,11,36,80,14,14,0.65,0.934068055375491,1.955669544563524,0.940317686224976,0.0,0.42424242424242425
neutral,classical,11,37,80,8,8,0.6375,0.9447388286467892,1.9501137330961165,0.9343726334134137,0.0,0.4305555555555556
neutral,classical,11,38,80,9,9,0.625,0.9544340029249649,1.9608787030492014,0.9325492783016791,0.0,0.4507042253521127
neutral,classical,11,39,80,14,14,0.6,0.9709505944546686,1.992653142095591,0.9198399807516328,0.0,0.4393939393939394
neutral,classical,11,40,80,17,17,0.5875,0.9777945702913884,2.0030884426686635,0.8466556055879001,0.0,0.5396825396825397
neutral,classical,11,41,80,11,11,0.55,0.9927744539878084,1.943317938891773,0.8530930397152278,0.0,0.5652173913043478
neutral,classical,11,42,80,13,13,0.5375,0.9959386076315955,1.909102336931205,0.842933706241223,0.0,0.4626865671641791
neutral,classical,11,43,80,11,11,0.525,0.99819587904281,1.8863315834842702,0.8350558535852676,0.0,0.5652173913043478
neutral,classical,11,44,80,10,10,0.5,1.0,1.74528881293095,0.8231265221259455,0.0,0.4857142857142857
neutral,classical,11,45,80,15,15,0.5125,0.9995491108252484,1.8080493397048056,0.8334559231202469,0.0,0.5076923076923077
neutral,classical,11,46,80,11,11,0.475,0.99819587904281,1.7650076614277885,0.85022286364343,0.0,0.5217391304347826
neutral,classical,11,47,80,12,12,0.5125,0.9995491108252484,1.8124911103441932,0.8986158638901082,0.0,0.5147058823529411
neutral,classical,11,48,80,17,17,0.4375,0.9886994082884974,1.7078627451972614,0.9347147974713067,0.0,0.5555555555555556
neutral,classical,11,49,80,13,13,0.45,0.9927744539878084,1.7489538103403781,0.9400851032523926,0.0,0.4925373134328358
neutral,classical,11,50,80,6,6,0.45,0.9927744539878084,1.7217071062586704,0.9367414636078573,0.0,0.3918918918918919
neutral,classical,11,51,80,10,10,0.4375,0.9886994082884974,1.7015483674990233,0.9371457952240263,0.0,0.5285714285714286
neutral,classical,11,52,80,8,8,0.4375,0.9886994082884974,1.692866160057043,0.9112686845064103,0.0,0.4583333333333333
neutral,classical,11,53,77,9,12,0.44155844155844154,0.9901226308935798,1.632098136455994,0.8688610257018068,0.0,0.5588235294117647
neutral,classical,11,54,80,14,11,0.475,0.99819587904281,1.6248810677065222,0.8569639168809586,0.0,0.4696969696969697
neutral,classical,11,55,75,13,18,0.48,0.9988455359952018,1.6111615782346826,0.8117926163533863,0.0,0.5806451612903226
neutral,classical,11,56,80,12,7,0.475,0.99819587904281,1.6604090546058772,0.8212937503746196,0.0,0.5735294117647058
neutral,classical,11,57,80,10,10,0.4875,0.9995491108252484,1.692965058419152,0.8385093029961979,0.0,0.5428571428571428
neutral,classical,11,58,80,9,9,0.45,0.9927744539878084,1.6843746202436911,0.8807545219191008,0.0,0.5633802816901409
neutral,classical,11,59,80,11,11,0.475,0.99819587904281,1.733310984084137,0.8785265252531411,0.0,0.5507246376811594
neutral,classical,11,60,80,11,11,0.425,0.9837082626231857,1.7225735704389638,0.8858135122990499,0.0,0.5217391304347826
neutral,classical,11,61,80,8,8,0.4375,0.9886994082884974,1.7059754208880833,0.8512996922318683,0.0,0.3472222222222222
neutral,classical,11,62,80,11,11,0.525,0.99819587904281,1.823908802972964,0.8241548200778264,0.0,0.463768115942029
neutral,classical,11,63,80,14,14,0.525,0.99819587904281,1.8019931820955122,0.8365258839926157,0.0,0.4393939393939394
neutral,classical,11,64,80,12,12,0.4875,0.9995491108252484,1.778202182523018,0.84549400531872,0.0,0.5
neutral,classical,12,0,24,0,0,0.5833333333333334,0.9798687566511528,1.579533285260023,0.7092611350217508,0.0,0.0
neutral,classical,12,1,25,7,6,0.56,0.9895875212220557,1.5805095217714387,0.7125274529869222,0.0,0.6111111111111112
neutral,classical,12,2,28,5,2,0.5,1.0,1.608861949611249,0.7539469762192449,0.0,0.43478260869565216
neutral,classical,12,3,33,8,3,0.45454545454545453,0.9940302114769565,1.616241270161786,0.7301697813963268,0.0,0.6
neutral,classical,12,4,41,10,2,0.3902439024390244,0.9649567669505688,1.540802354996776,0.6908843630909293,0.0,0.5806451612903226
neutral,classical,12,5,47,11,5,0.3829787234042553,0.9601186626422924,1.5669088079463773,0.68622023676202,0.0,0.5
neutral,classical,12,6,55,15,7,0.45454545454545453,0.9940302114769565,1.6485390772802078,0.6757893632008951,0.0,0.525
neutral,classical,12,7,60,14,9,0.45,0.9927744539878084,1.7434174821483244,0.6891556385709493,0.0,0.5434782608695652
neutral,classical,12,8,62,12,10,0.4838709677419355,0.9992492479956565,1.7425720033066545,0.6614408243409753,0.0,0.46
neutral,classical,12,9,75,18,5,0.52,0.9988455359952018,1.8078229409816962,0.7117637138271096,0.0,0.543859649122807
neutral,classical,12,10,73,13,15,0.4383561643835616,0.9890076795739704,1.7048697796235828,0.6986281260172122,0.0,0.5333333333333333
neutral,classical,12,11,76,10,7,0.4473684210526316,0.9919924034538556,1.724803783224409,0.6744496274083768,0.0,0.5151515151515151
neutral,classical,12,12,80,15,11,0.475,0.99819587904281,1.681971121937839,0.6925804463089884,0.0,0.4153846153846154
neutral,classical,12,13,80,14,14,0.425,0.9837082626231857,1.5998107082304647,0.6737635114937662,0.0,0.6515151515151515
neutral,classical,12,14,80,10,10,0.4625,0.9959386076315955,1.5889884598775508,0.6825664353012664,0.0,0.45714285714285713
neutral,classical,12,15,80,6,6,0.425,0.9837082626231857,1.5671751482711183,0.7307156253862425,0.0,0.5135135135135135
neutral,classical,12,16,80,12,12,0.4375,0.9886994082884974,1.6231895109189203,0.7230076119407205,0.0,0.5147058823529411
neutral,classical,12,17,80,8,8,0.45,0.9927744539878084,1.6849374878047336,0.7107053504431154,0.0,0.5833333333333334
neutral,classical,12,18,80,15,15,0.45,0.9927744539878084,1.6834504786246474,0.7189360301170327,0.0,0.4461538461538462
neutral,classical,12,19,80,7,7,0.45,0.9927744539878084,1.6303647427770485,0.7319220113821091,0.0,0.3835616438356164
neutral,classical,12,20,77,15,18,0.45454545454545453,0.9940302114769565,1.6518028372766078,0.7052540190391489,0.0,0.5
neutral,classical,12,21,80,13,10,0.45,0.9927744539878084,1.6738357231308179,0.6386242175296432,0.0,0.4925373134328358
neutral,classical,12,22,80,17,17,0.4625,0.9959386076315955,1.6238648477262287,0.6815980518482877,0.0,0.4603174603174603
neutral,classical,12,23,80,15,15,0.4875,0.9995491108252484,1.6195023303824385,0.6636119369477648,0.0,0.49230769230769234
neutral,classical,12,24,80,10,10,0.475,0.99819587904281,1.6248656072776448,0.6816808658461009,0.0,0.4142857142857143
neutral,classical,12,25,80,10,10,0.475,0.99819587904281,1.56453670313577,0.7037413177202062,0.0,0.5714285714285714
neutral,classical,12,26,80,7,7,0.45,0.9927744539878084,1.5522811985502085,0.7261388212666462,0.0,0.4657534246575342
neutral,classical,12,27,80,12,12,0.5,1.0,1.6284814031861985,0.7084989788094295,0.0,0.4411764705882353
neutral,classical,12,28,80,10,10,0.4875,0.9995491108252484,1.6414236875831782,0.7057263891202931,0.0,0.37142857142857144
neutral,classical,12,29,80,11,11,0.45,0.9927744539878084,1.6181819448567523,0.7132141196290485,0.0,0.463768115942029
neutral,classical,12,30,80,8,8,0.4625,0.9959386076315955,1.6457875701199953,0.7395847490747048,0.0,0.4722222222222222
neutral,classical,12,31,80,10,10,0.45,0.9927744539878084,1.6847788624621984,0.682562260795959,0.0,0.5142857142857142
neutral,classical,12,32,75,15,20,0.4266666666666667,0.9844268978000115,1.7184921808515696,0.6598406767345033,0.0,0.6333333333333333
neutral,classical,12,33,80,18,13,0.45,0.9927744539878084,1.6892660068117364,0.6442150309905432,0.0,0.6129032258064516
neutral,classical,12,34,80,10,10,0.4625,0.9959386076315955,1.754654604649307,0.6292541172226558,0.0,0.5714285714285714
neutral,classical,12,35,76,8,12,0.4605263157894737,0.9954993847275952,1.7540791086838539,0.6131569828492217,0.0,0.4117647058823529
neutral,classical,12,36,75,12,13,0.5466666666666666,0.9937071066045079,1.8654663180289794,0.4715318080942736,0.0,0.4126984126984127
neutral,classical,12,37,80,15,10,0.5375,0.9959386076315955,1.8498921452463812,0.511669511187382,0.0,0.38461538461538464
neutral,classical,12,38,80,6,6,0.5625,0.9886994082884974,1.8557833205714496,0.5035089472854831,0.0,0.581081081081081
neutral,classical,12,39,80,18,18,0.5875,0.9777945702913884,1.9036675688529154,0.49393661494308116,0.0,0.45161290322580644
neutral,classical,12,40,80,13,13,0.55,0.9927744539878084,1.8942708739182663,0.5274577923375555,0.0,0.43283582089552236
neutral,classical,12,41,80,9,9,0.55,0.9927744539878084,1.8469260738957782,0.5141129511685987,0.0,0.5070422535211268
neutral,classical,12,42,80,6,6,0.55,0.9927744539878084,1.808951331010532,0.5239892754519663,0.0,0.4594594594594595
neutral,classical,12,43,80,13,13,0.5875,0.9777945702913884,1.8438071385804364,0.5169467846793593,0.0,0.5522388059701493
neutral,classical,12,44,76,13,17,0.5789473684210527,0.9819407868640977,1.853837573438876,0.4991578524528245,0.0,0.4126984126984127
neutral,classical,12,45,80,7,3,0.575,0.9837082626231857,1.859007657737894,0.49764079362718133,0.0,0.5616438356164384
neutral,classical,12,46,80,7,7,0.5625,0.9886994082884974,1.802788279943733,0.4719794208069665,0.0,0.5616438356164384
neutral,classical,12,47,80,11,11,0.5875,0.9777945702913884,1.7753154102033464,0.4845862216325986,0.0,0.42028985507246375
neutral,classical,12,48,80,11,11,0.575,0.9837082626231857,1.7698775344698774,0.45022052938221047,0.0,0.4057971014492754
